SegmenID,Sentimen,Label_Teks,Label_Multimodal,nota serena on neutral label,
0uP_rXhDIS4 - 9,"sedangkan bende ni, perlanggaran kuase yang besar! membunuh, silent kill",-1,-1,,
0uP_rXhDIS4 - 10,kite tak lihat lagi berape ramai yang kene bunuh diam-diam,-1,-1,,
0uP_rXhDIS4 - 11,"mengape saye..yeh, sebagai rakyat Malaysia, tidak boleh menyokong?",-1,-1,,
0uP_rXhDIS4 - 12,mengape saye perlu takut sebab ini perlanggaran kuase,-1,-1,,
0uP_rXhDIS4 - 13,perlanggaran terhadap hak asasi manusia,-1,-1,,
0uP_rXhDIS4 - 14,pembunuhan terbesar didunie!,-1,-1,,
0uP_rXhDIS4 - 15,"mereke bunuh sesiape saje tak kesah orang tue, orang cacat,  orang mude, orang aeh, orang tu, semua, semua dia bunuh",-1,-1,,
0uP_rXhDIS4 - 16,"aeh, berperangan, berperang, berperang tanpe ade kerje tanpe ade ape-ape dia harapkan bantuan kite sahaje!",-1,-1,,
0uP_rXhDIS4 - 17,"dalam isu ini pun ade yang yang yang yang ape yang cakap, oo kite dah berjuta berbillion d..kite da bagi Palestin",-1,-1,,
0uP_rXhDIS4 - 18,"kite tak dapat nak tolong daripade segi kewangan pun takpe, jangan merendahkan, ye, kemanusiaan",1,1,,
0uP_rXhDIS4 - 19,nyawe tu...jangan merendahkan,1,1,,
0uP_rXhDIS4 - 20,"jangan pertikaikan Malaysia ni takde kuase, kite tentere tak banyak, kite ni tak kuat",-1,-1,,
0uP_rXhDIS4 - 21,bukan masalah tentere ataupun berperang!,0,-1,,
0uP_rXhDIS4 - 22,ini masalah kemanusiaan,-1,-1,,
0uP_rXhDIS4 - 23,"kite memberi kecaman kepada Israel Yahudi Zionis nii, supaye tidak membunuh nyawe-nyawe yang tak berdose!",1,1,,
0uP_rXhDIS4 - 24,ini adelah silent kill!,-1,-1,,
0uP_rXhDIS4 - 25,"silent kill, mereke bunuh dengan diam",-1,-1,,
0uP_rXhDIS4 - 26,"bile kau dia balas balik ape yang kamu buat, kamu mengatekan dia tu pengganas",-1,-1,,
0uP_rXhDIS4 - 27,mengape bile mereke menentang kezaliman daripade Zionis mereke di gelar pengganas,-1,-1,,
0uP_rXhDIS4 - 28,"jangan, lihat, dari satu segi sahaje",1,1,,
0uP_rXhDIS4 - 29,"kite harapkan PBB sebab mereke yang, [inhale] menjage hak asasi manusie",1,1,,
0uP_rXhDIS4 - 30,"Israel bunoh Palestin, mereke tak masuk campo",-1,-1,,
0uP_rXhDIS4 - 31,mereke ni kejam,-1,-1,,
0uP_rXhDIS4 - 32,"saye menyokong Palestin, sebab kekejaman yang dibuat oleh Israel terlampau kejam!",1,-1,,
0uP_rXhDIS4 - 33,pembunuhan terbesar di dunie!,-1,-1,,
0uP_rXhDIS4 - 34,jangan tengok yang hari ini,-1,-1,,
0uP_rXhDIS4 - 35,ini yang kite perlu bersatu,1,1,,
0uP_rXhDIS4 - 36,dalam hal ini Malaysia kene bersatu,1,1,,
0uP_rXhDIS4 - 37,"jangan..cakap oo Malaysia tak perlu support, masalah Malaysia ini pun banyak",-1,-1,,
0uP_rXhDIS4 - 38,se sedangkan kucing meninggal ditepi jalan pon kite sedih..ini pulak manusia,-1,-1,,
0uP_rXhDIS4 - 39,takkan kite nak berdiam diri,1,-1,,
0uP_rXhDIS4 - 40,ini yang- mase untuknye kite buat satu kecaman terhadap...eh..Israel,1,-1,,
0uP_rXhDIS4 - 41,ape yang mereke buat tu salah!,-1,-1,,
0uP_rXhDIS4 - 42,ramai yang menyatekan boikot barangan Israel..orang salah paham,-1,-1,,
0uP_rXhDIS4 - 43,"sedangkan mereke boleh pakai, yeh, tanah Palestin, ape lak kite tak boleh pakai barang-barangan Israel untuk menentang mereke?",-1,-1,,
0uP_rXhDIS4 - 44,"eh, menggunekan barangan mereke untuk menentang mereke",-1,1,,
0uP_rXhDIS4 - 45,jangan kaitkan bende-bende bodoh macam ni,-1,-1,,
0uP_rXhDIS4 - 46,yang mereke yang menyatekan boikot boikot boikot ni mereke memberi satu kecaman terhadap Israel untuk dunie tengok,1,-1,,
0uP_rXhDIS4 - 47,"memang tak nampak boikot..memang makan mase, tapi bende ini memberi impak besar kepade syarikat-syarikat begini",-1,1,,
0uP_rXhDIS4 - 48,mereka akan nampak rakyat tak suke,1,-1,,
0uP_rXhDIS4 - 49,"ade yang tak suke barangan-barangan kite, mereke memboikot",-1,-1,,
0uP_rXhDIS4 - 50,"situlah kajian-kajian..nye ter terbukti, di berape ramai yang sokong Palestin",1,1,,
0uP_rXhDIS4 - 51,berape ramai yang sokong kemanusiaan daripade bende-bende beginilah terbuktinye bende tu!,1,1,,
0uP_rXhDIS4 - 52,jangan..meremehkan bende tu,-1,-1,,
0uP_rXhDIS4 - 53,boikot ni antare satu kecaman,-1,-1,,
0uP_rXhDIS4 - 54,kite boleh boikot,-1,1,,
0uP_rXhDIS4 - 55,kite boleh menyuarekan tentang boikot,1,1,,
0uP_rXhDIS4 - 56,"Kerajaan Malaysia yang perlu..[inhale] aeh, sokong ape yang kite nyatekan, kite buat",1,0,,
0uP_rXhDIS4 - 57,"mereke kate nak boikot McD la..nak boikot starbuck lah, lepas tu bersusun panjang",-1,-1,,
0uP_rXhDIS4 - 58,"Ini, itu kerje bodoh!",-1,-1,,
0uP_rXhDIS4 - 59,"mereke menyatekan boikot ini, untuk kecaman!..bukan semate-matenye untuk boikot",-1,-1,,
0uP_rXhDIS4 - 60,"dan pemikiran semua ni berbeza, tak same semuenye",0,-1,,
0uP_rXhDIS4 - 61,disini lah kite perlu pikir dan bukakkan minda sebagai manusie untuk menghormati kemanusiaan,1,1,,
0uP_rXhDIS4 - 62,kite bukan penakut,1,1,,
0uP_rXhDIS4 - 63,"kite [inhale] memberi kecaman, memberi sokongan....tande penghormatan kepade manusie",1,1,,
0uP_rXhDIS4 - 64,bukan tande menghormatan kepade sesuatu negare,-1,0,all MM shows 0,
0uP_rXhDIS4 - 65,tapi Malaysia ini tampil berani untuk menunjukkan tidak puas se bersame Israel,1,1,,
0uP_rXhDIS4 - 66,mereke menunjukkan terang-terang...kami tak suke Isael,-1,1,,
0uP_rXhDIS4 - 67,"aa..jangan, ci- keluarkan satu statement-statement yang tidak masuk akal begitu",-1,-1,,
0uP_rXhDIS4 - 68,"semue orang boleh, [inhale] menyuarekan hak masing-masing dalam isu Palestin, tidak ade masalah",1,1,,
0uP_rXhDIS4 - 69,"jike kamu seorang Islam kamupun boleh menyuare sebagai seorang Islam, tidak ade salah",1,1,,
0uP_rXhDIS4 - 70,mereke mempertahankan agame mereke!,1,1,,
0uP_rXhDIS4 - 71,"kami yang bukan Islam kami mempertahankan hak asasi manusie ataupun menghormati kemanusiaan, tidak ade masalah",1,1,,
0uP_rXhDIS4 - 72,"sebenarnye dia tak paham...ape yang berlaku sekarang ni, die tak paham",-1,-1,,
0uP_rXhDIS4 - 73,die takkan cakap begitu sebab mereke ini bukan manusie,-1,-1,,
0uP_rXhDIS4 - 74,mereke ni takde berkemanusiaan,-1,-1,,
0uP_rXhDIS4 - 75,"lepas tu mereke mengatekan, [inhale] yang menyokong Palestin ni pengganas",-1,-1,,
0uP_rXhDIS4 - 76,Itu perkare bodoh,-1,-1,,
0uP_rXhDIS4 - 77,"menggelarkan mereke pengganas, itu adelah perkare-perkare yang tidak masuk akal",-1,-1,,
0uP_rXhDIS4 - 78,"kami Malaysia, sokong!",1,1,,
0uP_rXhDIS4 - 79,perlu sokong sebagai manusia,1,1,,
0uP_rXhDIS4 - 80,pedulikan ape mereke nak kate,1,1,,
0uP_rXhDIS4 - 81,kite tetap akan sokong Palestin,1,1,,
0uP_rXhDIS4 - 82,"yang kite lahir di sini, mati hidup bersame dengan Malaysie",1,1,,
2NbeGPsQf2Q - 1,janganlah mengeksploitasikan perasaan kasihan dan jugak perasaan belas daripade..orang lain,-1,-1,,
2NbeGPsQf2Q - 2,"beribu beratus orang yang menitis air mate bace ko punye status, sekali tetibe kene klepet",-1,-1,,
2NbeGPsQf2Q - 3,"bende ni kalau takde statement daripade pihak polis, aku rase kite sendiri pun tak sangke yang ade orang sanggup memainkan isu dengan menggunekan hal kematian dan sebagainye",-1,-1,,
2NbeGPsQf2Q - 4,"walaupun ramai yang mengatekan bahawe puan Aida Najwa ni menipu, tapi aku masih lagi tak boleh nak anggap itu ialah penipuan",1,1,,
2NbeGPsQf2Q - 5,ade ke orang yang sanggup untuk mainkan isu kematian famili sendiri hanye semate-mate untuk perhatian dan sebagainye?,-1,-1,,
CB4CpV8KQy0 - 1,kite jangan terus mengecam sebab kite sendiri pon tak pasti kebenaran,1,1,,
CB4CpV8KQy0 - 2,macam mane pun perbuatan ni adelah perbuatan yang tak amanah kepade pelanggan,-1,-1,,
tA3q4oLBGzU - 1,mohon kepade...[inhale] semue supaye bersabarlah ae,1,1,,
tA3q4oLBGzU - 2,ialah orang KWSP pun staf-staf die tu pun manusia juge,1,0,,
tA3q4oLBGzU - 3,"nak mengadap sorang-sorang..letih jugek, ae...same la jugak dengan abang-abang polis kite",-1,-1,,
tA3q4oLBGzU - 4,ni nak salahkan abang-abang polis yang buat roadblock pon susah jugak,-1,1,,
tA3q4oLBGzU - 5,nak salahkan diorang pun susah jugak terima arahan,-1,1,,
tA3q4oLBGzU - 6,sebab macammm Brotherhood ni kitorang tak suke...hearsay hearsay,1,1,,
tA3q4oLBGzU - 7,sepatutnye kenyataan-kenyataan begini sebenarnye...refer dengan JPJ,0,0,,
tA3q4oLBGzU - 8,tidak selaras kee aa pihak JPJ dengan aa trafik?,-1,-1,,
tA3q4oLBGzU - 9,time kasih kepade pihak JPJ kerane memberi..[inhale] aa ruang dan peluang untuk..aa rakyat..kite aa memahami..ape sebenarnye isu sebenarnye ni,1,1,,
tA3q4oLBGzU - 10,"ekzos after market tu lain, modifikasi ekzos ni lain",0,0,,
tA3q4oLBGzU - 11,"Kite bercakap tentang [tarik nafas] isu rakyat skang ni aeh, sebenanye bende ni kecik...tapi jadik beso",-1,-1,,
tA3q4oLBGzU - 12,"kalau Malaysia ni, bercite-cite untuk menjadi satu-satunye negare dalam dunie, yang mengharamkan after market punye produk, boleh!",1,1,,
tA3q4oLBGzU - 13,"boleh nak jadi satu-satunye negare dalam dunie ni nak haramkan after market produk, boleh!",1,1,,
tA3q4oLBGzU - 14,"tapi jangan buat time ss- time skarang, time orang tengah susah",-1,-1,,
tA3q4oLBGzU - 15,"jangan buat statement, [inhale] yang mengakibatkan aaeh orang-orang..eah, orang-orang ges-..ae, gelisah",-1,-1,,
tA3q4oLBGzU - 16,orang-orang tengah susah ni gelisah,-1,-1,,
tA3q4oLBGzU - 17,time-time PKP rakyat tengah..susah,-1,-1,,
tA3q4oLBGzU - 18,"jangan kuatkuasekan bende yang baru....ataupon bende yang masih belum dapat satu [inhale] satu ermm [thch] satuuu aaa jawaban yang, tepat daripade...Jabatan Pengangkutan Jalan",-1,-1,,
tA3q4oLBGzU - 19,kesian bro..ss- sekarang ni,-1,-1,,
tA3q4oLBGzU - 20,jadi sebenarnye persatuan-persatuan aa..industri automotif ss- ss- pon sebenarnye perlu bangkit,1,1,,
tA3q4oLBGzU - 21,kene bangkit sebab ini melibatkan semue,1,1,,
tA3q4oLBGzU - 22,"kowang kaye boleh la.. ae, pakai Toyo, pakai Pirelli. Lando pakai Duro je",-1,-1,,
tA3q4oLBGzU - 23,"skang ni kite perlukan satu satu [tsk] satu permuafakatan, aaa terutame dalam bende-bende yang tak jelas yang berkaitan ngan akta ni",1,1,,
tA3q4oLBGzU - 24,"ini bukan kite, [tarik nafas] bukan gua mengajak kowang membenci polis ke tidak",1,1,,
tA3q4oLBGzU - 25,anggota-anggote yang menjalankan tugas tu kite kene faham,1,1,,
tA3q4oLBGzU - 26,adekah arahan ini tepat?....aa itu kite nak pastikan,1,1,,
tA3q4oLBGzU - 27,bagaimane...penjualan dibenarkan kalau bende ni betul-betul haram.....betul-betul tak boleh buat,-1,-1,,
tA3q4oLBGzU - 28,Ni orang yang minat deng- dengan dunie automotif...die rase sedap bawak pon dia dah okey,1,1,,
tA3q4oLBGzU - 29,bukannye die nak merempit,1,-1,,
tA3q4oLBGzU - 30,jangan jadi bodoh!,-1,-1,,
tA3q4oLBGzU - 31,polis yang bagus ni otak dia bukan macam otak ong bodoh...dia pandai,1,1,,
tA3q4oLBGzU - 32,"daripade kene saman sampai masuk aa, masuk penjare, baik aku bayar RM200",-1,-1,,
tA3q4oLBGzU - 33,gua masih lagi bs- bersetuju dengan perjuangan SPRM,1,1,,
tA3q4oLBGzU - 34,jangan buat hal bende macam tu,1,-1,,
tA3q4oLBGzU - 35,"so jangan jadikan isu bende yang tak jelah begini sebagai satu peluang untuk pow, pow orang",-1,-1,,
tA3q4oLBGzU - 36,"logik atau tidak, tidak ade pindaan",0,-1,,
tA3q4oLBGzU - 37,takkan takde pindaan.......mesti ade pindaan,1,0,,
tA3q4oLBGzU - 38,negare malaysia.....bukanlah satu negare yang mundur,1,-1,,
tA3q4oLBGzU - 39,"Malaysia ni ade harapan tinggi......ae, kepade, bakat-bakat anak mude untuk me- melibatkan diri dalam dunie, automotif",1,1,,
tA3q4oLBGzU - 40,"kalau, ikot akta yang tahun 59, 87 tu, aa masak engkau",-1,-1,,
tA3q4oLBGzU - 41,"mane yang betul, betul, mane yang salah, salah, yang mane perlu perjuangkan, kite perjuangkan",1,1,,
tA3q4oLBGzU - 42,Ini gua sokong,1,1,,
tA3q4oLBGzU - 43,"mane yang betul, [inhale] gua sokong!",1,1,,
tA3q4oLBGzU - 44,"bukan semua bende yang aaa diorang ba- cakap tu gua tak setuju, ade bende yang, gua setuju",1,1,,
tA3q4oLBGzU - 45,"stiker banyak-banyak pon, die mengubah...pengecaman kenderaan.......betul la tu.",1,1,,
tA3q4oLBGzU - 46,stiker sikit-sikit takpe broooo....sikit-sikit takpeee,1,1,,
tA3q4oLBGzU - 47,"penuh dengan stiker, bahaye tu",-1,-1,,
tA3q4oLBGzU - 48,gua pun tak berape stuju,-1,0,2/3 neutral (with 1 inbetween),
tA3q4oLBGzU - 49,"sikit-sikit, sudahlaaa..ae, jangan tampal banyak-banyak sangat beso-beso sangat!",-1,-1,,
tA3q4oLBGzU - 50,bende-bende macam ni aa gua setuju dengan ape yang diorang cakap,1,1,,
tA3q4oLBGzU - 51,aa JPJ dengan gua okey,1,1,,
tA3q4oLBGzU - 52,anggote trafik dengan gua pon okey ini tentang sistem,1,-1,,
tA3q4oLBGzU - 53,"kite nak tau kenape [inhale] aa, tidak disebut tentang pindaan ae, tidak disebut tentang klosa-klosa",-1,0,2/3 neutral (with 1 inbetween),
tA3q4oLBGzU - 54,"bende-bende yang dah...dah orang kate dah di tahap level tok nenek tahun 59 tu, skang dah tahun 2021 sepatutnye perlu ade, pindaann",-1,1,,
tA3q4oLBGzU - 55,bende yang hari-hari ni kite tau lah,1,0,,
tA3q4oLBGzU - 56,so untuk mendapatkan jawapan...lebih baik kite jumpe dengan JPJ,1,1,,
tA3q4oLBGzU - 57,gua sayang kowang,1,1,,
tA3q4oLBGzU - 58,gua taknak kowang.....[tarik nafas] eksiden,1,1,,
tA3q4oLBGzU - 59,tuk kebaikan semue,1,1,,
tA3q4oLBGzU - 60,aaa Brotherhood ni die tak bergaduh dengan orang...dia bergaduh dengan...sistem,-1,1,,
tA3q4oLBGzU - 61,bergaduh dengan orang tak boleh,1,1,,
tA3q4oLBGzU - 62,"orang tu ciptaan..Allah, tak boleh, tak boleh gaduh",1,1,,
tA3q4oLBGzU - 63,"tetapi dengan sistem kite boleh fight, sebab sistem adelah ciptaan manusie",1,1,,
tA3q4oLBGzU - 64,manusie ni tidak sempurne,0,0,,
tA3q4oLBGzU - 65,"Akta-akta ni sebenarnye boleh ubahhh....ae, untuk kebaikan boleh ubahhhh",1,1,,
tA3q4oLBGzU - 66,"kalau ade kepentingan yang lebih baik,...fight.....fight!",1,1,,
5diTDIQ3UD8 - 1,"terus terang saye cakap kesannye pada peniaga-peniaga restoran, kedai-kedai makan",-1,-1,,
5diTDIQ3UD8 - 2,puas kite dah buat semua da kite ikot,-1,-1,,
5diTDIQ3UD8 - 3,"tak tau mana datangnye cluster, tiba-tiba ko nak bom macam tu",-1,-1,,
5diTDIQ3UD8 - 4,tibe-tibe ko nak salahkan rakyat pulak,-1,-1,,
5diTDIQ3UD8 - 5,"giler la bende ni semua, apebende kowang buat ni",-1,-1,,
5diTDIQ3UD8 - 6,"cube, cube pantau sket macam mana mana datang, sumber punce kes-kes yang mendadak kat Selangor ni",-1,1,,
5diTDIQ3UD8 - 7,macam saye cakap sebelom ni dekat kilang-kilang tu depan je ikot SOP,-1,-1,,
5diTDIQ3UD8 - 8,tapi bile macam ni yang jadi mangse peniage!,-1,-1,,
5diTDIQ3UD8 - 9,"tak ramai oghang, oghang tak berani nak pegi",-1,-1,,
5diTDIQ3UD8 - 10,siasat la bende ni!,-1,1,,
5diTDIQ3UD8 - 11,lepas tu yang jadik mangse rakyat Malaysia,-1,-1,,
5diTDIQ3UD8 - 12,yang jadik mangse peniaga-peniaga ni,-1,-1,,
5diTDIQ3UD8 - 13,niaye orang oo!,-1,-1,,
5diTDIQ3UD8 - 14,orang nak buke puase takkan nak bungkos!,-1,-1,,
5diTDIQ3UD8 - 15,dua minggu takpe kitorang boleh terime,1,1,,
5diTDIQ3UD8 - 16,berkorban sekejap takpe la,1,1,,
5diTDIQ3UD8 - 17,oh kalau kitorang tak boleh pulak,-1,-1,,
5diTDIQ3UD8 - 18,Betul la aku betul-betul hangin betul la macam ni,-1,-1,,
5diTDIQ3UD8 - 19,memang kitorang da cukop-cukop tertekan dah,-1,-1,,
5diTDIQ3UD8 - 20,"tokleh terima la tuan-tuan dan puan-puan, ni mengarot la ni semua",-1,-1,,
5diTDIQ3UD8 - 21,tolong jangan samekan saye macam orang-orang lain tolong,-1,-1,,
5diTDIQ3UD8 - 22,yang betul-betul terkesan skang ni adelah peniage-peniage berbangse Melayu,-1,-1,,
5diTDIQ3UD8 - 23,tapi saye kene bagitahu....berape ramai peniaga-peniaga Melayu yang bungkos!,-1,-1,,
5diTDIQ3UD8 - 24,mane ade kluster kedai makan!,-1,-1,,
5diTDIQ3UD8 - 25,"kluster-kluster dekat mall tu, punye la berhimpit-himpit",-1,-1,,
5diTDIQ3UD8 - 26,konon-konon patuh SOP ape sume,-1,-1,,
5diTDIQ3UD8 - 27,ape masalah nye bagi la diorang makan dekat dalam lam tu walaupun pukol 10 pagi,-1,-1,,
5diTDIQ3UD8 - 28,tak boleh tahan da tuan-tuan puan-puan,-1,-1,,
5diTDIQ3UD8 - 29,yang tertekan ni kitorang ni tuan-tuan puan-puan,-1,-1,,
5diTDIQ3UD8 - 30,"kalau betul-betul...ade kluster kedai makan, tutup kedai makan tu",-1,1,,
5diTDIQ3UD8 - 31,"Time ni la diorang nak cari untong, nak bayar pekerje gaji pekerje diorang",1,1,,
5diTDIQ3UD8 - 32,kecewa tau tuan-tuan puan-puan kite kecewe tau,-1,-1,,
5diTDIQ3UD8 - 33,"rakyat buat sikit silap je, huh saman, fuh saman",-1,-1,,
5diTDIQ3UD8 - 34,"rakyat tak bayar cukai ke? bayar cukai, jadi tolong fair la dekat sini tuan-tuan puan-puan",-1,-1,,
5diTDIQ3UD8 - 35,"perdana menteri balik kampong boleh plak, yang rakyat tak boleh balik kampung",-1,-1,,
5diTDIQ3UD8 - 36,"takde masalah, kalau kate hal keje takpe kite boleh terime",1,-1,,
5diTDIQ3UD8 - 37,ini bukan pasal kite nak raye ke ape tetapi kite dah penat,-1,-1,,
5diTDIQ3UD8 - 38,macam mana bala tak sampai kat Malaysia dah kalau kite mengarut sendiri,-1,-1,,
5diTDIQ3UD8 - 39,itulah bala ni dah bala la namenye ni,-1,-1,,
5diTDIQ3UD8 - 40,ini suare saye.....aa. Saye takde mewakili sesiape,0,0,,
5diTDIQ3UD8 - 41,"kalau anda bersame saye, alhamdulillah",1,1,,
5diTDIQ3UD8 - 42,"vaksin kite dah dapat, ape kite nak takut",1,1,,
5diTDIQ3UD8 - 43,kite ingatkan dulu vaksin da masuk Malaysia okey tak perlu risau la mungkin..da reda,1,0,,
5diTDIQ3UD8 - 44,peniage-peniage ko boleh nampak la sekse nye diorang hidop,-1,-1,,
5diTDIQ3UD8 - 45,kite pun tau orang Melayu kite ni memang takde tak takde sumber kewangan yang kuat,-1,0,,
5diTDIQ3UD8 - 46,"hati ni sakit, macam diorang ni ape ex- extra lebih plak",-1,-1,,
5diTDIQ3UD8 - 47,sekaghang tak boleh cakap le- lebeh,-1,-1,,
5diTDIQ3UD8 - 48,cakap lebeh-lebeh kang satu laporan keluar,-1,-1,,
5diTDIQ3UD8 - 49,"kite doa la banyak-banyak, supaya orang kate ape, perkare ni berakhir la cepat",1,1,,
2zV-MbCA2J0 - 1,yang mereka ini....gagal bersifat adil kepada kite,-1,-1,,
2zV-MbCA2J0 - 2,saya rase Dr Nik Zawawi ni tidak ber- bersifat adil kepada..Dato' Sri Najib Tun Razak,-1,-1,,
2zV-MbCA2J0 - 3,"Maknenye Nik Zawawi gagal untuk bersifat adil.. eah, terhadap penindasan penganiayaan yang dilakukan oleh Muhyiddin",-1,-1,,
2zV-MbCA2J0 - 4,mungkin Nik Zawawi bute tak pernah nampak bende ni,-1,-1,,
2zV-MbCA2J0 - 5,Nik Zawawi tak boleh nampak kerane mata die...sudah dikaburkan dengan jawatan,-1,-1,,
2zV-MbCA2J0 - 6,"We are not stupid, Nik Zawawi",-1,-1,,
2zV-MbCA2J0 - 7,Kite bukan Bodo!,-1,-1,,
2zV-MbCA2J0 - 8,ape tak penting ke dibangkitkan bagaimane..negare hari ini semakin hari semakin banyak berhutang,-1,-1,,
2zV-MbCA2J0 - 9,kerana kerajaan kamu Perikatan Nasional kerajaan gagal!,-1,-1,,
2zV-MbCA2J0 - 10,"Ko kata idea yang membuang mase, syok sendiri",-1,-1,,
2zV-MbCA2J0 - 11,haram jadah punye ayat ni,-1,-1,,
2zV-MbCA2J0 - 12,name saje dewan ulama' PAS.......perangai macam haram jadah,-1,-1,,
2zV-MbCA2J0 - 13,"kate....Dato' Seri Najib, suke-suke troll untuk dapat like",-1,-1,,
2zV-MbCA2J0 - 14,cakap tu biarla sopan santon sikeet,-1,-1,,
2zV-MbCA2J0 - 15,jangan gunakan otak yang lu letak kat kaki,-1,-1,,
2zV-MbCA2J0 - 16,takde hormat langsong,-1,-1,,
2zV-MbCA2J0 - 17,jangan tak sedo diri ketika korang kene cerai dengan DAP dulu,-1,-1,,
2zV-MbCA2J0 - 18,kite bukan marah..,1,1,,
2zV-MbCA2J0 - 19,"ea, cakap mesti ade sedikit budi bahase",1,1,,
2zV-MbCA2J0 - 20,jangan lupe diri,1,1,,
2zV-MbCA2J0 - 21,tapi jangan la cakap macam tu,-1,0,,
2zV-MbCA2J0 - 22,ape yang dia bangkitkan setiap hari adalah bende yang penting untuk kesedaran rakyat,1,1,,
2zV-MbCA2J0 - 23,"itu je, dunia aje korang pikir..duit, fulus fulus!",-1,-1,,
2zV-MbCA2J0 - 24,naik meluat aku tengok diorang ni,-1,-1,,
2zV-MbCA2J0 - 25,kenapa perbelanjaan kite melebihi pendapatan kite kerana kite ade kerajaan bodoh!,-1,-1,,
2zV-MbCA2J0 - 26,"Mahathir kate, Muhyiddin kate, Rafizi kate, Tony Pua kate, bahawe Najib pencuri, Najib penyamun, Najib perompak",-1,-1,,
2zV-MbCA2J0 - 27,itu sebab kowang takut...ha..perkare sebenar diketahui oleh umum,-1,-1,,
2zV-MbCA2J0 - 28,"Kene lah..ea, rakyat harini kene bijaksane",1,1,,
2zV-MbCA2J0 - 29,"kalau kowang tak takut, kalau takde ape yang kowang nak sembunyikkan, terime je lah",-1,-1,,
2zV-MbCA2J0 - 30,cakap..sembang lebeh,-1,-1,,
2zV-MbCA2J0 - 31,keperibadian kamu sebagai ketua dewan Ulama' PAS langsung tidak dipaparkan,-1,-1,,
2zV-MbCA2J0 - 32,kite takde hormat dekat ulama' macam ni,-1,-1,,
2zV-MbCA2J0 - 33,perangai korang ni makin hari makin meluat orang tengok tau,-1,-1,,
2zV-MbCA2J0 - 34,hari ni rakyat ni makin lama makin menyampah,-1,-1,,
2zV-MbCA2J0 - 35,dulu sebelum berkuase lain rupe dia,-1,-1,,
2zV-MbCA2J0 - 36,dan hari ni amat menyedihkan....amat menyedihkan,-1,-1,,
2zV-MbCA2J0 - 37,saye setuju dengan kenyataan yang di keluarkan oleh Baginde Tuanku,1,1,,
2zV-MbCA2J0 - 38,"kalau kite nak buat PKP, kite buat PKP betul-betul",1,1,,
2zV-MbCA2J0 - 39,"kalau nak suruh orang kurung,kurung betul-betul",-1,1,,
2zV-MbCA2J0 - 40,kalau nak buat sesuatu buat secara bersungguh-sungguh,1,1,,
BayJVgei2oc - 1,kite nampak....jadi tak cantik lah..,-1,-1,,
BayJVgei2oc - 2,"Kenape pulak PDRM...yang mempunyai aset di laut, di udara, dan di darat ni tak boleh membantu?",-1,-1,,
BayJVgei2oc - 3,"""Kang ditembak dek polis!"" kite selalu cakap ngan anak-anak kite",-1,-1,,
BayJVgei2oc - 4,kite tidak mahu orang ramai takut,1,1,,
BayJVgei2oc - 5,kite nak orang ramai hormat..,1,1,,
BayJVgei2oc - 6,"sayee, yelah, terkedu jugak saye apabile dibagitau begitu",-1,-1,,
BayJVgei2oc - 7,a saye tidak melakukan berbuatan-perbuatan yang haram,1,1,,
BayJVgei2oc - 8,turun naik jenayah di daerah masing-masing jangan takut,1,1,,
BayJVgei2oc - 9,kite tak mau....penipuan disini,1,1,,
l_TshqWT8gw - 1,ekonomi negara kite ni memang tengah terok,-1,-1,,
l_TshqWT8gw - 2,kite ni memang dalam keadaan yang sukar,-1,-1,,
l_TshqWT8gw - 3,"realiti yang berlaku harini ni, dah setahun dah.....Jadi kite memang dalam keadaan yang semuanye sukar",-1,-1,,
l_TshqWT8gw - 4,"tapi dia cubelah, dia cube gigih untuk menjawap",1,1,,
l_TshqWT8gw - 5,"Saye melekek-lekeklah ketawa lah...sebab a sepanjang lebih kurang 3 minit tu, lebih kurang 3 minit tu...Dato' Seri Anuar Ibrahim bersilat pulut",-1,-1,,
l_TshqWT8gw - 6,"Komen di Awani, dah tengok komen di Dato' Seri Anuar Ibrahim punye facebook,....ramai dah tak percaya dah",-1,-1,,
l_TshqWT8gw - 7,"kalau ade yang percaya Dato' Seri Anuar Ibrahim saye tak tahu lah, tapi ramai yang tak percaye",-1,-1,,
l_TshqWT8gw - 8,"kalau tak percaye saye cakap ni, boleh tengok balik",-1,0,,
l_TshqWT8gw - 9,saye mintak...Dato' Seri Anuar Ibrahim....janganlah lagi ganggu UMNO ni,-1,-1,,
l_TshqWT8gw - 10,"guys,....ini bukan main-main",-1,-1,,
l_TshqWT8gw - 11,Anuar Ibrahim ni die tak peduli pun pasal UMNO ni,-1,-1,,
l_TshqWT8gw - 12,"yang die tahu die nak jadi perdana menteri, itu saje",-1,-1,,
l_TshqWT8gw - 13,Dato' Anuar Ibrahim cukup lah,-1,-1,,
l_TshqWT8gw - 14,hentikanlah daripade menggugat UMNO ni mengganggu UMNO,-1,-1,,
l_TshqWT8gw - 15,"Dato' Seri Anuar Ibrahim kene sedar, Dato' Seri Anuar Ibrahim takkan jadi perdana menteri",-1,-1,,
l_TshqWT8gw - 16,"PRU15 ni pon, Dato' Seri Anuar Ibrahim jangan haraplah Pakatan Harapan akan menang",-1,-1,,
l_TshqWT8gw - 17,Penyatuan Melayu ni akan berjaya Dato' Seri Anuar Ibrahim...walaupon Dato' Seri Anuar Ibrahim memainkan naratif,-1,1,,
l_TshqWT8gw - 18,tidak akan berjaya.....tidak akan berjaya,-1,-1,,
